Order ID,Order Date,Country,City,Branch,Lat,Lng,Customer First Name,Customer Last Name,Email,Phone Number,Category,Sub Category,Item,SalesPerson ID,Quantity,Unit Price,Discount,Status,Year,Month,Month Name,Phone Valid,Email Valid
37.0,2023-01-01,France,Paris,ps01,48.8566,2.3522,majdy,alqadi,majdy.alqadi@mail.com,5067401556,Smartphone,Xiaomi Mi,Xiaomi Mi 12,Y270,1.0,799.0,0.0,False,2023.0,1.0,January,True,True
38.0,2023-01-01,France,Paris,ps01,48.8566,2.3522,lama,hadalah,lama.hadalah@mail.com,5129054297,VR Headset,Pimax Vision,Pimax Vision 5K Super Plus,E365,1.0,999.0,99.9,True,2023.0,1.0,January,True,True
39.0,2023-01-01,USA,Las Vegas,lv01,36.1699,-115.1398,omar,zyny,omar.zyny@mail.com,5241250556,Laptop,ASUS ROG,ASUS ROG Strix Scar 17,X358,1.0,1999.0,59.97,True,2023.0,1.0,January,True,True
40.0,2023-01-01,Syria,Aleppo,al01,36.2021,37.1343,husayn,eubayd,husayn.eubayd@mail.com,5715369740,Digital Camera,Sony Alpha,Sony Alpha A6400,K923,8.0,899.0,503.44,True,2023.0,1.0,January,True,True
41.0,2023-01-01,USA,New York,ny01,40.7128,-74.006,khalid,abu,khalid.abu@mail.com,5641023552,Laptop,Apple MacBook,"MacBook Pro 16""",U646,1.0,2399.0,23.99,False,2023.0,1.0,January,True,True
42.0,2023-01-01,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,muhamad,eurman,muhamad.eurman@mail.com,5107468690,Smartwatch,Huawei Watch,Huawei Watch GT 3 Pro,H574,1.0,349.0,24.43,False,2023.0,1.0,January,True,True
43.0,2023-01-01,Egypt,Cairo,cr02,30.0444,31.2357,husam,earabi,husam.earabi@mail.com,5089090827,Smartphone,Xiaomi Redmi,Xiaomi Redmi 10,L025,1.0,199.0,3.98,False,2023.0,1.0,January,True,True
44.0,2023-01-01,USA,Washington,wh01,38.9072,-77.0369,anwar,alaya,anwar.alaya@mail.com,5196386412,Fitness Tracker,Garmin Vivosmart,Garmin Vivosmart 4,R021,1.0,129.0,10.32,True,2023.0,1.0,January,True,True
45.0,2023-01-01,Syria,Damascus,ds02,33.5146,36.3084,alaa,aleaqla,alaa.aleaqla@mail.com,5875603344,Laptop,ASUS ROG,ASUS ROG Zephyrus G14,L106,1.0,1299.0,38.97,False,2023.0,1.0,January,True,True
46.0,2023-01-01,Morocco,Casablanca,cs01,33.5731,7.5898,lwy,alhasan,lwy.alhasan@mail.com,5124835707,VR Headset,HP Reverb G2 Omnicept,HP Reverb G2 Omnicept,Y940,1.0,799.0,31.96,False,2023.0,1.0,January,True,True
47.0,2023-01-01,Egypt,Cairo,cr03,30.0444,31.2357,mazin,ayman,mazin.ayman@mail.com,5802259188,Smart Speaker,JBL Link,JBL Link 20,X358,1.0,99.0,5.94,True,2023.0,1.0,January,True,True
48.0,2023-01-01,United Arab Emirates,Abu Dhabi,ad02,24.4764,54.3705,abd alruhmin,alaishhab,abdalruhmin.alaishhab@mail.com,5842234163,Smartwatch,Samsung Galaxy,Galaxy Watch Active 2,X856,1.0,249.0,24.9,True,2023.0,1.0,January,True,True
49.0,2023-01-01,Morocco,Casablanca,cs01,33.5731,7.5898,mari,aleisaa,mari.aleisaa@mail.com,5252041239,Fitness Tracker,Withings Move,Withings Move,J408,12.0,59.0,7.08,False,2023.0,1.0,January,True,True
50.0,2023-01-01,Syria,Damascus,ds02,33.5146,36.3084,zayn,bwalsibae,zayn.bwalsibae@mail.com,5897050689,Smartwatch,Garmin Venu,Garmin Venu 2S,H016,1.0,349.0,6.98,True,2023.0,1.0,January,True,True
51.0,2023-01-01,USA,Las Vegas,lv01,36.1699,-115.1398,rwbyna,qisam,rwbyna.qisam@mail.com,5005862331,Gaming Console,Sony PlayStation,PlayStation 4 Pro,S190,13.0,399.0,103.74,True,2023.0,1.0,January,True,True
52.0,2023-01-01,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,alaa,dwalyby,alaa.dwalyby@mail.com,5715167065,Tablet,Samsung Galaxy Tab,Galaxy Tab S7,R660,3.0,649.0,194.7,True,2023.0,1.0,January,True,True
53.0,2023-01-01,Morocco,Casablanca,cs01,33.5731,7.5898,jihad,maeruf,jihad.maeruf@mail.com,5616554637,Smartphone,OnePlus,OnePlus 10 Pro,J345,1.0,999.0,0.0,True,2023.0,1.0,January,True,True
54.0,2023-01-01,United Arab Emirates,Dubai,db01,25.2048,55.2708,iin,kafa,iin.kafa@mail.com,5315580289,Smart Speaker,Google Nest,Nest Audio,K140,1.0,99.0,9.9,True,2023.0,1.0,January,True,True
55.0,2023-01-01,Saudi Arabia,Aseer,as01,18.2311,42.5004,duhana,almala,duhana.almala@mail.com,5538116114,Tablet,Amazon Fire HD,Amazon Fire HD 8 Plus,J264,1.0,129.0,12.9,False,2023.0,1.0,January,True,True
56.0,2023-01-01,United Arab Emirates,Abu Dhabi,ad02,24.4764,54.3705,hasan,khalf,hasan.khalf@mail.com,5761536601,VR Headset,Valve Index,Valve Index VR Kit 2,S149,4.0,1199.0,287.76,False,2023.0,1.0,January,True,True
57.0,2023-01-01,Saudi Arabia,Dammam,dm01,26.3927,49.9777,omar,dawara,omar.dawara@mail.com,5883193232,VR Headset,HTC Vive,HTC Vive Cosmos Elite,Z502,2.0,899.0,107.88,True,2023.0,1.0,January,True,True
58.0,2023-01-01,Egypt,Cairo,cr02,30.0444,31.2357,suzan,alhamadii,suzan.alhamadii@mail.com,5730032583,Smartphone,Xiaomi Redmi,Xiaomi Redmi Note 11 Pro,F340,2.0,299.0,0.0,True,2023.0,1.0,January,True,True
59.0,2023-01-01,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,lilas,aghasi,lilas.aghasi@mail.com,5277786111,Laptop,HP Pavilion,HP Pavilion x360,L700,1.0,649.0,12.98,False,2023.0,1.0,January,True,True
60.0,2023-01-01,United Arab Emirates,Dubai,db01,25.2048,55.2708,tariq,aldiyn,tariq.aldiyn@mail.com,5177009849,Smart Speaker,Sonos One,Sonos Move,G229,1.0,399.0,23.94,True,2023.0,1.0,January,True,True
61.0,2023-01-01,United Arab Emirates,Dubai,db02,25.2048,55.2708,faras,abu eadlh,faras.abueadlh@mail.com,5202710065,Tablet,Amazon Fire,Amazon Fire 7,P412,1.0,49.0,3.92,True,2023.0,1.0,January,True,True
62.0,2023-01-01,Egypt,Cairo,cr02,30.0444,31.2357,ahmad,marwan,ahmad.marwan@mail.com,5490402136,Laptop,Microsoft Surface,Surface Laptop 4,P344,1.0,1299.0,38.97,True,2023.0,1.0,January,True,True
63.0,2023-01-01,Saudi Arabia,Dammam,dm01,26.3927,49.9777,ayham,almala,ayham.almala@mail.com,5759531759,Digital Camera,Nikon Coolpix,Nikon Coolpix P1000,C787,10.0,999.0,699.3,True,2023.0,1.0,January,True,True
64.0,2023-01-01,Saudi Arabia,Dammam,dm01,26.3927,49.9777,khalil,tyru,khalil.tyru@mail.com,5643656831,Smartphone,OnePlus,OnePlus Nord 2,P255,1.0,399.0,39.9,False,2023.0,1.0,January,True,True
65.0,2023-01-01,USA,New York,ny03,40.7498,-73.9814,fulla,earabi,fulla.earabi@mail.com,5768090582,Smart Speaker,Amazon Echo,Echo Dot (4th Gen),S855,1.0,49.0,0.49,True,2023.0,1.0,January,True,True
66.0,2023-01-01,Syria,Aleppo,al01,36.2021,37.1343,salam,alhizae,salam.alhizae@mail.com,5992166009,Smartwatch,Huawei Watch,Huawei Watch Fit 2 Pro,S348,2.0,129.0,2.58,True,2023.0,1.0,January,True,True
67.0,2023-01-01,Saudi Arabia,Riyadh,rd01,24.7136,46.6753,lana,hujah,lana.hujah@mail.com,5066581909,Headphones,Sennheiser HD,Sennheiser HD 800 S,S501,1.0,1699.0,67.96,False,2023.0,1.0,January,True,True
68.0,2023-01-01,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,faras,eaziza,faras.eaziza@mail.com,5254766131,Laptop,Lenovo ThinkPad,ThinkPad X13,Z227,1.0,999.0,19.98,True,2023.0,1.0,January,True,True
69.0,2023-01-01,USA,Washington,wh01,38.9072,-77.0369,tariq,ayman,tariq.ayman@mail.com,5641374246,Laptop,Lenovo ThinkPad,ThinkPad X13,J073,1.0,999.0,29.97,True,2023.0,1.0,January,True,True
70.0,2023-01-01,Syria,Damascus,ds02,33.5146,36.3084,almuetaz,hmshw,almuetaz.hmshw@mail.com,5967938548,Digital Camera,Nikon Coolpix,Nikon Coolpix P1000,S395,1.0,999.0,29.97,True,2023.0,1.0,January,True,True
71.0,2023-01-01,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,lwna,khalifih,lwna.khalifih@mail.com,5951713797,Fitness Tracker,Garmin Approach,Garmin Approach S12,Y998,2.0,199.0,11.94,True,2023.0,1.0,January,True,True
72.0,2023-01-01,USA,Washington,wh01,38.9072,-77.0369,abd alruhmin,malik,abdalruhmin.malik@mail.com,5227079276,Tablet,Samsung Galaxy Tab,Galaxy Tab A7,Y590,2.0,179.0,35.8,False,2023.0,1.0,January,True,True
73.0,2023-01-01,United Arab Emirates,Abu Dhabi,ad02,24.4764,54.3705,diea,salah,diea.salah@mail.com,5979821790,VR Headset,HTC Vive,HTC Vive Cosmos,Y958,1.0,699.0,55.92,True,2023.0,1.0,January,True,True
74.0,2023-01-01,Egypt,Cairo,cr02,30.0444,31.2357,muhamad,alnuwri,muhamad.alnuwri@mail.com,5235233631,VR Headset,Oculus Rift,Oculus Rift S,O247,1.0,399.0,15.96,True,2023.0,1.0,January,True,True
75.0,2023-01-01,United Arab Emirates,Dubai,db02,25.2048,55.2708,muhamad,bradey,muhamad.bradey@mail.com,5416347570,Smartphone,Samsung Galaxy,Galaxy S21 Ultra,B966,1.0,1199.0,59.95,True,2023.0,1.0,January,True,True
76.0,2023-01-01,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,tariq,almisri,tariq.almisri@mail.com,5872051164,Fitness Tracker,Amazfit GTR,Amazfit GTR 3,Y446,1.0,169.0,16.9,True,2023.0,1.0,January,True,True
77.0,2023-01-01,Egypt,Cairo,cr03,30.0444,31.2357,dinana,alealiu,dinana.alealiu@mail.com,5460866676,Smart Speaker,Harman Kardon,Harman Kardon Citation,Y247,2.0,199.0,23.88,False,2023.0,1.0,January,True,True
78.0,2023-01-01,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,muhamad,alkhawam,muhamad.alkhawam@mail.com,5408416345,Smartwatch,Garmin Forerunner,Garmin Forerunner 945,H574,1.0,599.0,41.93,True,2023.0,1.0,January,True,True
79.0,2023-01-01,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,ahmad,bara,ahmad.bara@mail.com,5406450504,Smart Speaker,Apple HomePod,Apple HomePod,J345,1.0,299.0,11.96,True,2023.0,1.0,January,True,True
80.0,2023-01-01,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,bidralidin,zakianiin,bidralidin.zakianiin@mail.com,5601517756,Smartphone,Apple iPhone,iPhone SE,Z764,13.0,399.0,414.96,True,2023.0,1.0,January,True,True
81.0,2023-01-01,Saudi Arabia,Aseer,as01,18.2311,42.5004,emam,qisam,emam.qisam@mail.com,5374918663,Gaming Console,Sony PlayStation,PlayStation 5,E715,1.0,499.0,19.96,True,2023.0,1.0,January,True,True
82.0,2023-01-01,Syria,Aleppo,al01,36.2021,37.1343,rim,hamdan,rim.hamdan@mail.com,5420204828,Smartwatch,Samsung Galaxy,Galaxy Watch Active 2,Y518,1.0,249.0,2.49,True,2023.0,1.0,January,True,True
83.0,2023-01-01,USA,New York,ny01,40.7128,-74.006,salim,astitih,salim.astitih@mail.com,5653066044,Smartphone,Apple iPhone,iPhone 12,E804,1.0,899.0,89.9,True,2023.0,1.0,January,True,True
84.0,2023-01-01,USA,New York,ny02,40.7312,-73.9998,khalid,eilwan,khalid.eilwan@mail.com,5674931724,VR Headset,Oculus Rift S,Oculus Rift 2,Z612,1.0,499.0,0.0,True,2023.0,1.0,January,True,True
85.0,2023-01-01,United Arab Emirates,Abu Dhabi,ad03,24.4539,54.3773,zahir,nasir,zahir.nasir@mail.com,5191191123,Gaming Console,Microsoft Xbox,Xbox Series S,B715,1.0,299.0,0.0,True,2023.0,1.0,January,True,True
86.0,2023-01-01,France,Paris,ps01,48.8566,2.3522,rim,almisri,rim.almisri@mail.com,5761025250,Digital Camera,Sony Alpha,Sony Alpha A6400,C793,1.0,899.0,71.92,True,2023.0,1.0,January,True,True
87.0,2023-01-01,USA,Las Vegas,lv01,36.1699,-115.1398,lama,aldiyn,lama.aldiyn@mail.com,5451275428,Laptop,Lenovo ThinkPad,ThinkPad X1 Carbon,I738,1.0,1499.0,89.94,False,2023.0,1.0,January,True,True
88.0,2023-01-01,Egypt,Cairo,cr02,30.0444,31.2357,ahmad,abunfis,ahmad.abunfis@mail.com,5024005877,Tablet,Apple iPad,iPad Air,L841,1.0,649.0,38.94,True,2023.0,1.0,January,True,True
89.0,2023-01-01,Saudi Arabia,Aseer,as01,18.2311,42.5004,mahir,aljuju,mahir.aljuju@mail.com,5412259157,Smartphone,Google Pixel,Google Pixel 5a,X610,1.0,499.0,14.97,False,2023.0,1.0,January,True,True
90.0,2023-01-01,United Arab Emirates,Dubai,db02,25.2048,55.2708,sandurana,alrifaei,sandurana.alrifaei@mail.com,5639518624,Smart Speaker,Apple HomePod,Apple HomePod mini,U806,1.0,99.0,0.0,True,2023.0,1.0,January,True,True
91.0,2023-01-01,USA,Washington,wh01,38.9072,-77.0369,jalal,hajl,jalal.hajl@mail.com,5548217255,VR Headset,Pimax Vision,Pimax Vision 5K Super Plus,C793,2.0,999.0,139.86,True,2023.0,1.0,January,True,True
92.0,2023-01-01,USA,Las Vegas,lv01,36.1699,-115.1398,muwmin,altaynawi,muwmin.altaynawi@mail.com,5182382071,Gaming Console,Sony PlayStation,PlayStation 3,L106,1.0,199.0,7.96,False,2023.0,1.0,January,True,True
93.0,2023-01-01,USA,New York,ny03,40.7498,-73.9814,muhamad,tyzry,muhamad.tyzry@mail.com,5533873263,Fitness Tracker,Fitbit Versa,Fitbit Versa 3,L028,1.0,229.0,13.74,True,2023.0,1.0,January,True,True
94.0,2023-01-01,Syria,Homs,hs01,34.7326,36.7136,duhana,aljabr,duhana.aljabr@mail.com,5833822647,Headphones,Anker Soundcore,Anker Soundcore Liberty Air 2 Pro,X906,1.0,99.0,7.92,True,2023.0,1.0,January,True,True
95.0,2023-01-01,Egypt,Asyut,at01,27.1809,31.1837,rama,maeruf,rama.maeruf@mail.com,5809262053,Headphones,Bose QuietComfort,QC35 II,N658,13.0,299.0,310.96,False,2023.0,1.0,January,True,True
96.0,2023-01-02,Egypt,Cairo,cr02,30.0444,31.2357,muhamad,alsyd,muhamad.alsyd@mail.com,5890038465,VR Headset,Oculus Quest,Oculus Quest 2 (256GB),E301,1.0,399.0,7.98,True,2023.0,1.0,January,True,True
97.0,2023-01-02,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,alaa,alshiyraziu,alaa.alshiyraziu@mail.com,5420598454,Fitness Tracker,Huawei Band,Huawei Band 4 Pro,N969,1.0,49.0,0.0,True,2023.0,1.0,January,True,True
98.0,2023-01-02,Egypt,Asyut,at01,27.1809,31.1837,faras,hamuwd,faras.hamuwd@mail.com,5852825629,Digital Camera,Sony Alpha,Sony Alpha A6400,B265,2.0,899.0,0.0,False,2023.0,1.0,January,True,True
99.0,2023-01-02,Saudi Arabia,Aseer,as01,18.2311,42.5004,duhana,alhabis,duhana.alhabis@mail.com,5954736246,Smart Speaker,Harman Kardon,Harman Kardon Allure,J753,1.0,249.0,7.47,True,2023.0,1.0,January,True,True
100.0,2023-01-02,United Arab Emirates,Abu Dhabi,ad03,24.4539,54.3773,rwad,eazu,rwad.eazu@mail.com,5901766106,Smartwatch,Fossil Gen,Fossil Gen 5E,M073,1.0,199.0,13.93,True,2023.0,1.0,January,True,True
101.0,2023-01-02,USA,Las Vegas,lv01,36.1699,-115.1398,ahmad,jamul,ahmad.jamul@mail.com,5727579337,Smartphone,Google Pixel,Google Pixel 6 Pro,K012,1.0,899.0,71.92,True,2023.0,1.0,January,True,True
102.0,2023-01-02,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,eala,alhilaq,eala.alhilaq@mail.com,5252930963,VR Headset,HTC Vive Pro,HTC Vive Pro 2,M137,1.0,1099.0,76.93,False,2023.0,1.0,January,True,True
103.0,2023-01-02,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,bilal,aljawfani,bilal.aljawfani@mail.com,5111389515,Gaming Console,Nintendo Switch,Nintendo Switch OLED Pro,L412,2.0,449.0,89.8,True,2023.0,1.0,January,True,True
104.0,2023-01-02,Saudi Arabia,Dammam,dm01,26.3927,49.9777,antuan,eurman,antuan.eurman@mail.com,5331028196,Gaming Console,Sony PlayStation,PlayStation 3 Slim,I917,1.0,199.0,3.98,True,2023.0,1.0,January,True,True
105.0,2023-01-02,France,Paris,ps01,48.8566,2.3522,lama,brnbu,lama.brnbu@mail.com,5490218451,Gaming Console,Microsoft Xbox,Xbox One X,U290,1.0,299.0,5.98,False,2023.0,1.0,January,True,True
106.0,2023-01-02,Syria,Homs,hs01,34.7326,36.7136,tana,almala,tana.almala@mail.com,5979595963,VR Headset,HTC Vive,HTC Vive Cosmos,G599,1.0,699.0,13.98,True,2023.0,1.0,January,True,True
107.0,2023-01-02,United Arab Emirates,Abu Dhabi,ad02,24.4764,54.3705,eala,qahraman,eala.qahraman@mail.com,5389769101,Smartphone,Samsung Galaxy,Galaxy M32,I838,1.0,249.0,17.43,True,2023.0,1.0,January,True,True
108.0,2023-01-02,Saudi Arabia,Riyadh,rd01,24.7136,46.6753,sabah,qaziyha,sabah.qaziyha@mail.com,5640508149,Laptop,Dell XPS,XPS 15,D873,1.0,1599.0,47.97,True,2023.0,1.0,January,True,True
109.0,2023-01-02,France,Paris,ps02,48.8566,2.3522,ailya,alrahil,ailya.alrahil@mail.com,5273897147,Tablet,Microsoft Surface,Surface Go 2,I470,1.0,399.0,39.9,True,2023.0,1.0,January,True,True
110.0,2023-01-02,USA,Las Vegas,lv01,36.1699,-115.1398,rabye',abuhani,rabye'.abuhani@mail.com,5739930646,Fitness Tracker,Withings Move,Withings Move,R426,1.0,59.0,2.36,False,2023.0,1.0,January,True,True
111.0,2023-01-02,Syria,Aleppo,al01,36.2021,37.1343,muhamad,aleabd,muhamad.aleabd@mail.com,5878378742,Laptop,Apple MacBook,"MacBook Air 13""",N639,12.0,999.0,239.76,True,2023.0,1.0,January,True,True
